protein_id,chain,sequence_length
7b77_A,A,305
7b7a_A,A,391
7b7c_A,A,354
7b7e_A,A,354
7b7f_A,A,354
7b7h_A,A,370
7b7q_A,A,628
7b7q_B,B,628
7b7r_A,A,301
7b7t_A,A,629
7b7t_B,B,629
7b7w_A,A,351
7b7y_A,A,340
7b7z_A,A,340
7b7z_B,B,522
7b80_A,A,340
7b80_B,B,523
7b83_A,A,306
7b84_A,A,349
7b86_A,A,342
7b87_A,A,344
7b89_A,A,353
7b8a_A,A,358
7b8c_A,A,352
7b8d_A,A,342
7b8f_A,A,345
7b8g_A,A,342
7b8h_A,A,329
7b8j_A,A,340
7b8k_A,A,342
7b8l_A,A,346
7b8m_A,A,341
7b8n_A,A,346
7b8o_A,A,340
7b8u_A,A,342
7b8x_A,A,341
7b8y_A,A,341
7b8z_A,A,342
7b94_A,A,301
7b95_A,A,629
7b95_B,B,629
7b97_A,A,629
7b97_B,B,629
7b98_A,A,350
7b99_A,A,341
7b9d_A,A,336
7b9h_A,A,332
7b9h_B,B,327
7b9i_A,A,352
7b9n_A,A,340
7b9u_A,A,354
7b9w_AAA,AAA,487
7b9w_BBB,BBB,477
7ba1_A,A,337
7ba4_A,A,377
7ba4_B,B,370
7ba4_C,C,366
7ba4_D,D,358
7bac_A,A,352
7bag_A,A,640
7baj_A,A,306
7bal_A,A,300
7bap_A,A,347
7baq_A,A,338
7bar_A,A,335
7bb0_A,A,346
7bb2_A,A,306
7bb2_B,B,301
7bb4_A,A,354
7bb8_A,A,360
7bb8_B,B,360
7bb9_A,A,399
7bbc_A,A,354
7bbi_A,A,354
7bbn_A,A,361
7bbn_B,B,366
7bbr_A,A,310
7bbw_A,A,350
7bbw_B,B,350
7bbx_A,A,352
7bc8_A,A,341
7bc9_A,A,342
7bcc_A,A,352
7bcd_A,A,339
7bce_A,A,354
7bcf_A,A,338
7bch_A,A,339
7bci_A,A,338
7bck_A,A,341
7bcl_A,A,338
7bcn_A,A,310
7bco_A,A,310
7bco_B,B,310
7bcp_A,A,310
7bcr_A,A,310
7bcy_A,A,301
7bcy_B,B,303
7bd2_A,A,342
7bd3_A,A,355
7bd4_A,A,351
7bd5_A,A,338
7bd6_A,A,350
7bd8_A,A,341
7bd9_A,A,342
7bda_A,A,340
7bdb_A,A,341
7bdc_A,A,341
7bdd_A,A,341
7bdf_A,A,342
7bdg_A,A,353
7bdh_A,A,340
7be5_A,A,329
7be6_A,A,302
7be7_A,A,302
7be7_B,B,305
7bed_A,A,308
7bee_A,A,378
7bee_B,B,373
7bfz_A,A,694
7bgp_A,A,301
7bgp_B,B,305
7bhr_A,A,380
7bhs_A,A,380
7bht_A,A,380
7bhu_A,A,380
7bhv_A,A,380
7bhw_A,A,380
7bhx_A,A,380
7bij_AAA,AAA,305
7bip_A,A,329
7bip_B,B,329
7biz_A,A,478
7biz_B,B,467
7bj1_A,A,426
7bjt_A,A,727
7bjt_B,B,727
7bks_A,A,330
7bku_A,A,330
7bkv_A,A,330
7bkw_A,A,330
7bky_A,A,330
7bkz_A,A,330
7bli_A,A,341
7bll_A,A,591
7bls_A,A,351
7blt_A,A,342
7blu_A,A,351
7blw_A,A,343
7bm0_A,A,427
7bm1_A,A,343
7bm3_A,A,344
7bm7_A,A,343
7bmb_A,A,343
7bmd_A,A,344
7bmi_A,A,429
7bmj_A,A,429
7bmj_C,C,428
7bmk_A,A,406
7bmk_B,B,392
7bn1_A,A,361
7bn1_B,B,360
7bn2_AAA,AAA,361
7bn2_BBB,BBB,361
7bn6_A,A,379
7bn6_B,B,381
7bn8_A,A,348
7bnb_A,A,344
7bnc_A,A,353
7bne_A,A,355
7bnf_A,A,346
7bnj_A,A,349
7bnl_A,A,350
7bo0_A,A,381
7bo0_B,B,381
7bo1_A,A,344
7bo2_A,A,354
7bo5_A,A,343
7boo_A,A,365
7boo_B,B,366
7boo_C,C,372
7boo_D,D,367
7boo_E,E,372
7boo_F,F,372
7bop_A,A,365
7bop_B,B,365
7bop_C,C,372
7bop_D,D,365
7bop_E,E,372
7bop_F,F,372
7bp1_A,A,336
7bp1_B,B,336
7bp1_C,C,335
7bp1_D,D,331
7bph_A,A,360
7bq6_A,A,433
7bqj_A,A,453
7bqj_B,B,456
7bqk_A,A,459
7bqk_B,B,451
7bqo_A,A,451
7bqp_A,A,449
7bqy_A,A,301
7br4_A,A,468
7bra_A,A,445
7bra_B,B,445
7bro_A,A,300
7brp_A,A,301
7brp_B,B,301
7bsr_A,A,330
7bsx_A,A,305
7bsx_B,B,303
7bsx_C,C,303
7bsx_D,D,303
7bsx_E,E,303
7bsx_F,F,304
7bsx_G,G,303
7bsx_H,H,303
7btt_A,A,304
7bu2_A,A,337
7bu2_B,B,339
7bu3_A,A,336
7bu3_B,B,337
7bu4_A,A,334
7bug_A,A,383
7bug_B,B,383
7bug_C,C,383
7bur_A,A,386
7bur_B,B,387
7buy_A,A,306
7bv3_A,A,457
7bv3_B,B,439
7bvd_A,A,499
7bvd_B,B,495
7bvl_A,A,385
7bvn_A,A,384
7bvt_A,A,391
7bwb_A,A,464
7bwc_A,A,464
7bwp_A,A,516
7bwu_A,A,443
7bwu_B,B,444
7bwu_C,C,445
7bwu_D,D,447
7bwz_A,A,314
7bx0_A,A,306
7bx1_A,A,315
7bxp_A,A,398
7bxp_B,B,398
7bxw_A,A,306
7by4_A,A,440
7by8_A,A,311
7by8_B,B,311
7by8_C,C,302
7by8_D,D,301
7byq_A,A,362
7byq_B,B,360
7byq_C,C,360
7byq_D,D,362
7bys_A,A,427
7bys_B,B,427
7byt_A,A,427
7bz0_A,A,496
7bz3_A,A,344
7bz3_B,B,344
7bz3_C,C,335
7bz3_D,D,324
7bzi_A,A,360
7bzi_B,B,365
7bzi_C,C,357
7bzi_D,D,360
7bzi_E,E,359
7bzi_F,F,363
7bzi_G,G,366
7bzi_H,H,357
7bzv_A,A,489
7bzv_B,B,490
7c0c_A,A,302
7c0c_B,B,304
7c0c_C,C,303
7c0c_D,D,303
7c0c_E,E,304
7c0c_F,F,304
7c0c_G,G,303
7c0c_H,H,303
7c0c_I,I,304
7c0c_J,J,304
7c0c_K,K,303
7c0c_L,L,303
7c0d_A,A,303
7c0d_B,B,303
7c0d_C,C,302
7c0d_D,D,302
7c0d_E,E,302
7c0d_F,F,302
7c0d_G,G,302
7c0d_H,H,303
7c0d_I,I,301
7c0d_J,J,301
7c0d_K,K,301
7c0d_L,L,301
7c0k_A,A,396
7c0k_B,B,397
7c0l_A,A,393
7c0l_B,B,395
7c0o_A,A,397
7c0o_B,B,397
7c0r_A,A,397
7c0r_B,B,396
7c0s_A,A,396
7c0s_B,B,397
7c0t_A,A,397
7c0t_B,B,396
7c0u_A,A,397
7c0u_B,B,397
7c0v_A,A,396
7c0v_B,B,395
7c0x_A,A,395
7c0x_B,B,395
7c0y_A,A,395
7c0y_B,B,397
7c15_A,A,395
7c15_B,B,394
7c16_A,A,396
7c16_B,B,395
7c19_A,A,395
7c19_B,B,396
7c1c_A,A,463
7c1c_B,B,465
7c1c_C,C,463
7c1c_D,D,461
7c1e_A,A,342
7c1e_B,B,342
7c1l_A,A,432
7c1r_A,A,428
7c1u_A,A,433
7c24_A,A,371
7c25_A,A,371
7c26_A,A,370
7c27_A,A,371
7c2g_A,A,360
7c2x_A,A,490
7c34_A,A,496
7c34_B,B,496
7c37_A,A,345
7c37_B,B,345
7c38_A,A,344
7c38_B,B,343
7c39_A,A,346
7c39_B,B,344
7c3c_A,A,344
7c3c_B,B,346
7c3d_A,A,343
7c3d_B,B,346
7c3h_A,A,505
7c3h_B,B,505
7c3l_A,A,505
7c3l_B,B,505
7c3o_A,A,315
7c5c_A,A,312
7c5f_O,O,335
7c5f_P,P,333
7c5f_Q,Q,334
7c5f_R,R,333
7c5g_O,O,334
7c5g_P,P,333
7c5g_Q,Q,335
7c5g_R,R,333
7c5j_O,O,334
7c5j_P,P,334
7c5j_Q,Q,336
7c5j_R,R,334
7c5m_O,O,334
7c5m_P,P,334
7c5m_Q,Q,336
7c5m_R,R,333
7c5n_O,O,337
7c5n_P,P,333
7c5n_Q,Q,333
7c5n_R,R,334
7c5o_O,O,338
7c5o_P,P,334
7c5o_Q,Q,333
7c5o_R,R,334
7c63_A,A,416
7c64_A,A,415
7c64_B,B,415
7c67_A,A,417
7c67_B,B,417
7c6f_A,A,416
7c6g_A,A,420
7c6g_B,B,415
7c6h_A,A,420
7c6h_B,B,417
7c6i_A,A,420
7c6i_B,B,417
7c6k_A,A,414
7c6m_A,A,414
7c6r_A,A,414
7c6s_A,A,301
7c6u_A,A,301
7c6w_A,A,414
7c6y_A,A,417
7c6z_A,A,415
7c6z_B,B,415
7c70_A,A,417
7c70_B,B,415
7c7d_A,A,539
7c7d_B,B,539
7c7f_A,A,319
7c7f_B,B,319
7c7g_A,A,316
7c7g_B,B,318
7c7h_A,A,316
7c7h_B,B,318
7c7k_O,O,337
7c7k_P,P,333
7c7k_Q,Q,335
7c7k_R,R,334
7c7p_A,A,301
7c7p_B,B,300
7c7u_A,A,579
7c7u_B,B,577
7c8q_A,A,321
7c8q_B,B,321
7c8x_A,A,319
7c8x_B,B,320
7c91_A,A,320
7c91_B,B,321
7c9q_A,A,327
7c9q_B,B,323
7c9q_C,C,319
7c9q_D,D,326
7cb1_A,A,496
7cb1_B,B,496
7cb7_A,A,307
7cb7_B,B,305
7cb9_A,A,466
7cbc_A,A,317
7cbc_B,B,313
7cbd_A,A,443
7cbh_A,A,401
7cbh_B,B,401
7cbi_A,A,401
7cbi_B,B,401
7cbj_A,A,326
7cbj_B,B,323
7cbn_A,A,526
7cbo_A,A,522
7cbq_A,A,326
7cbq_B,B,325
7cbr_A,A,321
7cbr_B,B,321
7cbw_A,A,321
7cbw_B,B,321
7ccx_A,A,318
7ccx_C,C,309
7ccz_A,A,323
7ccz_B,B,320
7cdl_A,A,573
7cdl_B,B,573
7cdl_C,C,573
7cdl_D,D,573
7cdl_G,G,573
7cdl_H,H,573
7cdl_M,M,573
7cdl_N,N,573
7cdy_A,A,346
7cdy_B,B,344
7ce5_A,A,573
7ce5_B,B,573
7ce5_C,C,573
7ce5_D,D,573
7ce5_G,G,573
7ce5_H,H,573
7ce5_M,M,573
7ce5_N,N,573
7ced_A,A,573
7ced_B,B,573
7ced_C,C,573
7ced_D,D,573
7ced_G,G,573
7ced_H,H,573
7ced_M,M,573
7ced_N,N,573
7cel_A,A,433
7ceq_A,A,413
7cfp_A,A,304
7cfq_A,A,304
7cg6_B,B,318
7cgf_A,A,343
7cgs_A,A,516
7cgz_A,A,321
7cgz_B,B,342
7ci0_A,A,309
7ci0_B,B,309
7ci0_C,C,309
7ci0_D,D,309
7cif_A,A,525
7cif_B,B,518
7cig_A,A,518
7cig_B,B,521
7cih_A,A,309
7cih_B,B,309
7cih_C,C,311
7cih_D,D,311
7cii_A,A,518
7cii_B,B,521
7cij_A,A,518
7cij_B,B,523
7cim_A,A,524
7cim_B,B,518
7cin_A,A,357
7cin_B,B,348
7cip_A,A,309
7cip_B,B,309
7cip_C,C,309
7cip_D,D,309
7cjk_A,A,381
7cjo_A,A,386
7cjo_B,B,386
7cjp_A,A,386
7cjp_B,B,386
7cju_A,A,388
7cju_B,B,388
7ck0_A,A,386
7ckh_A,A,310
7ckh_B,B,310
7ckn_A,A,454
7ckn_B,B,454
7cl7_A,A,398
7cl8_A,A,400
7cl9_A,A,398
7clf_A,A,335
7clf_B,B,335
7cll_A,A,425
7cll_B,B,424
7cll_C,C,426
7cll_D,D,424
7clu_A,A,338
7clu_B,B,302
7cm8_A,A,308
7cmn_A,A,300
7cmn_B,B,303
7cmq_A,A,302
7cmq_B,B,304
7cmx_A,A,422
7cmx_B,B,422
7cmx_C,C,422
7cmx_D,D,421
7cnp_A,A,559
7cnp_B,B,558
7cnp_C,C,558
7cnq_A,A,559
7cnq_B,B,559
7cnq_C,C,559
7cnq_D,D,559
7cns_A,A,386
7co3_A,A,301
7co6_A,A,332
7co8_A,A,331
7co9_A,A,329
7coa_A,A,328
7cob_A,A,329
7coc_A,A,327
7cod_A,A,328
7cof_A,A,320
7coh_A,A,512
7coh_N,N,512
7con_A,A,454
7con_B,B,454
7coo_A,A,454
7coo_B,B,454
7cov_A,A,523
7coz_A,A,326
7coz_B,B,326
7coz_C,C,326
7cp0_A,A,327
7cp0_B,B,327
7cp0_C,C,327
7cp5_A,A,513
7cp5_N,N,513
7cp8_A,A,454
7cp8_B,B,454
7cpa_A,A,307
7cpk_A,A,357
7cpl_A,A,358
7cpp_A,A,405
7cqn_A,A,429
7cqn_B,B,429
7cqn_C,C,429
7cqr_A,A,380
7cqs_A,A,380
7csa_A,A,310
7csa_B,B,310
7csa_C,C,310
7csa_D,D,310
7csd_A,A,308
7csd_B,B,309
7csd_C,C,309
7csd_D,D,309
7csf_A,A,309
7csf_B,B,309
7csf_C,C,309
7csf_D,D,309
7csh_A,A,312
7csl_A,A,421
7csl_B,B,421
7ct4_A,A,341
7ct4_B,B,346
7ct4_C,C,347
7ct4_D,D,342
7ct7_A,A,359
7ct7_B,B,359
7ctc_A,A,359
7ctc_D,D,359
7ctl_A,A,469
7ctm_A,A,468
7ctp_A,A,553
7ctq_A,A,429
7ctq_B,B,429
7cu0_A,A,531
7cu0_B,B,530
7cu1_A,A,535
7cu1_B,B,524
7cuc_A,A,301
7cuc_B,B,302
7cuf_A,A,303
7cuf_B,B,303
7cug_A,A,303
7cug_B,B,303
7cup_A,A,348
7cup_B,B,348
7cup_C,C,348
7cup_D,D,348
7cup_E,E,347
7cup_F,F,347
7cut_A,A,301
7cuu_A,A,306
7cuu_B,B,306
7cvk_A,A,385
7cvm_A,A,385
7cvr_A,A,453
7cvr_B,B,453
7cw4_A,A,392
7cw4_B,B,392
7cw5_A,A,392
7cw5_B,B,394
7cwb_A,A,306
7cww_A,A,350
7cx6_A,A,455
7cx6_B,B,454
7cx8_A,A,455
7cx8_B,B,455
7cxs_A,A,326
7cxs_B,B,327
7cys_A,A,423
7cyw_A,A,428
7cz2_A,A,313
7czi_A,A,454
7czi_B,B,454
7d0m_A,A,494
7d0t_A,A,454
7d0t_B,B,454
7d0u_A,A,454
7d0u_B,B,454
7d1b_A,A,302
7d1c_A,A,491
7d1f_A,A,454
7d1f_B,B,454
7d1g_A,A,325
7d1h_A,A,326
7d1m_A,A,305
7d1m_B,B,304
7d1o_A,A,301
7d1t_A,A,334
7d1t_B,B,504
7d1t_C,C,451
7d1t_a,a,334
7d1t_b,b,504
7d1t_c,c,451
7d1y_A,A,325
7d21_A,A,328
7d23_A,A,326
7d2b_A,A,326
7d2d_A,A,326
7d2i_A,A,325
7d2j_A,A,326
7d47_A,A,314
7d47_B,B,303
7d4c_A,A,595
7d4e_A,A,578
7d4k_A,A,444
7d4k_B,B,440
7d4m_A,A,444
7d4m_B,B,442
7d4n_A,A,442
7d4n_B,B,444
7d4o_A,A,346
7d4o_B,B,347
7d4s_A,A,345
7d5b_A,A,369
7d5g_A,A,389
7d5m_A,A,389
7d5n_A,A,379
7d5n_B,B,389
7d5w_A,A,513
7d5w_N,N,513
7d5x_A,A,513
7d5x_N,N,513
7d6a_A,A,475
7d6a_B,B,477
7d6h_A,A,316
7d7k_A,A,312
7d7k_B,B,312
7d7o_A,A,372
7d7o_B,B,377
7d8e_A,A,318
7d8e_B,B,318
7d8e_C,C,318
7d8m_A,A,451
7d9b_A,A,588
7d9c_A,A,588
7d9e_A,A,337
7d9f_A,A,576
7d9f_B,B,572
7d9w_A,A,335
7d9w_C,C,338
7d9x_A,A,336
7d9x_C,C,336
7dau_A,A,301
7dav_A,A,301
7db5_A,A,575
7dbe_A,A,330
7dbe_B,B,332
7dbe_C,C,327
7dbe_D,D,329
7dbi_A,A,408
7dbi_B,B,405
7dbi_C,C,408
7dbi_D,D,406
7dbj_A,A,333
7dbj_B,B,333
7dbj_C,C,333
7dbj_D,D,333
7dbk_A,A,333
7dbk_B,B,333
7dbk_C,C,333
7dbk_D,D,333
7dbk_E,E,333
7dbk_F,F,333
7dbk_G,G,333
7dbk_H,H,333
7dbl_A,A,422
7dbl_B,B,418
7dbl_C,C,418
7dbl_D,D,420
7dcg_A,A,588
7dch_A,A,588
7dcy_A,A,644
7de5_A,A,595
7dfj_A,A,384
7dfk_A,A,385
7dfq_A,A,457
7dfs_A,A,457
7dgb_A,A,303
7dgf_A,A,303
7dgh_A,A,306
7dgi_A,A,306
7dgi_B,B,306
7dhj_A,A,303
7di3_A,A,381
7did_A,A,644
7dif_A,A,656
7djm_A,A,457
7djr_A,A,305
7dk1_A,A,301
7dk1_B,B,304
7dk8_A,A,558
7dkc_A,A,697
7dkc_B,B,697
7dkd_A,A,697
7dkd_B,B,697
7dke_A,A,697
7dke_B,B,697
7dkm_A,A,306
7dkm_B,B,306
7dks_A,A,769
7dkt_A,A,769
7dku_A,A,769
7dkv_A,A,769
7dkw_A,A,771
7dkw_B,B,769
7dkx_A,A,769
7dky_A,A,769
7dl3_A,A,354
7dl3_B,B,351
7dl3_C,C,351
7dl3_D,D,351
7dlh_A,A,302
7dlq_A,A,595
7dmm_A,A,386
7dmn_A,A,369
7dmo_A,A,374
7dmo_B,B,375
7dmo_C,C,375
7dmo_D,D,374
7dmo_E,E,375
7dmo_F,F,374
7dn6_A,A,595
7dn7_A,A,595
7dnr_A,A,357
7dnr_B,B,354
7dpu_A,A,304
7dpu_B,B,306
7drg_A,A,339
7drg_B,B,354
7drq_A,A,472
7drq_B,B,470
7dsp_A,A,356
7dsp_B,B,357
7dtq_A,A,390
7dtq_B,B,390
7dtq_C,C,390
7dtq_D,D,390
7dup_A,A,524
7dv7_A,A,314
7dv7_B,B,327
7dva_A,A,523
7dva_B,B,522
7dvj_A,A,310
7dvj_B,B,323
7dvo_A,A,399
7dvo_B,B,399
7dvp_A,A,306
7dvw_A,A,306
7dvx_A,A,306
7dvy_A,A,302
7dvz_A,A,326
7dvz_B,B,314
7dw0_A,A,300
7dw6_A,A,306
7dw8_A,A,323
7dw8_B,B,314
7dwa_A,A,314
7dwa_B,B,327
7dxn_A,A,367
7dxn_B,B,365
7dyg_A,A,330
7dyq_A,A,330
7e03_A,A,385
7e0m_A,A,388
7e0m_B,B,384
7e0x_A,A,384
7e18_A,A,303
7e1c_A,A,315
7e1g_A,A,311
7e1g_B,B,309
7e1q_A,A,366
7e2p_A,A,447
7e2p_B,B,449
7e2q_A,A,450
7e2q_B,B,447
7e2q_C,C,450
7e2q_D,D,454
7e2w_A,A,403
7e2w_B,B,404
7e2w_C,C,400
7e2w_D,D,396
7e36_A,A,319
7e36_B,B,395
7e3n_A,A,401
7e46_A,A,454
7e46_B,B,454
7e52_A,A,314
7e56_A,A,336
7e5e_A,A,338
7e5e_B,B,324
7e5e_C,C,332
7e5e_D,D,317
7e5j_A,A,444
7e5q_A,A,355
7e5q_B,B,352
7e5u_A,A,373
7e5u_B,B,373
7e5u_C,C,375
7e5v_A,A,372
7e5v_B,B,372
7e5v_C,C,372
7e6a_A,A,411
7e6b_A,A,410
7e6c_A,A,413
7e6j_A,A,429
7e6k_A,A,305
7e7f_A,A,472
7e8r_A,A,346
7e9d_A,A,443
7e9d_B,B,443
7e9x_A,A,549
7e9x_B,B,550
7e9x_C,C,540
7e9x_D,D,548
7eap_A,A,755
7eas_A,A,341
7eaw_A,A,560
7eaw_B,B,556
7ebb_A,A,338
7ebb_B,B,359
7ebg_A,A,337
7ebg_B,B,349
7ebh_A,A,341
7ebi_A,A,537
7ebm_A,A,530
7ebp_A,A,526
7ebp_B,B,522
7ec1_A,A,502
7ec1_B,B,498
7ec6_A,A,494
7ec6_C,C,490
7ec9_A,A,323
7ec9_B,B,323
7ecr_A,A,460
7ecr_B,B,460
7ecr_C,C,460
7ecs_A,A,460
7ecs_B,B,460
7ecs_C,C,460
7edz_A,A,305
7edz_B,B,306
7edz_C,C,304
7edz_D,D,305
7eer_A,A,326
7eer_B,B,326
7eer_C,C,326
7eer_D,D,326
7ef9_A,A,414
7efz_A,A,324
7efz_B,B,324
7ehh_A,A,588
7ehi_A,A,588
7eho_A,A,406
7eho_B,B,402
7ehq_A,A,406
7ehr_A,A,417
7ehs_A,A,418
7eht_A,A,417
7ehu_A,A,405
7ei3_A,A,392
7ei3_B,B,393
7ei3_C,C,393
7ei3_D,D,394
7ei4_A,A,392
7ei4_B,B,389
7ei4_C,C,391
7ei4_D,D,390
7ein_A,A,300
7ein_B,B,300
7eix_A,A,466
7eix_B,B,463
7ej3_A,A,397
7ej3_B,B,401
7ekd_A,A,343
7elt_A,A,330
7eme_A,A,413
7eme_B,B,412
7en8_A,A,306
7en8_B,B,301
7en9_A,A,306
7end_A,A,306
7eob_A,A,349
7epv_A,A,369
7erl_A,A,545
7erl_B,B,543
7erx_A,A,405
7ery_A,A,408
7es0_A,A,407
7es1_A,A,408
7esa_A,A,322
7esb_A,A,316
7esi_A,A,532
7esk_A,A,419
7esl_A,A,419
7esm_A,A,419
7esr_A,A,378
7esx_A,A,423
7esx_B,B,418
7ev7_A,A,513
7ev7_N,N,513
7evb_B,B,422
7evc_B,B,422
7evd_B,B,422
7eve_B,B,423
7evf_AA,AA,373
7evi_B,B,422
7evk_B,B,422
7evu_A,A,484
7evu_B,B,480
7evv_A,A,489
7ews_A,A,378
7ews_B,B,378
7exr_A,A,718
7exr_B,B,718
7exs_A,A,372
7eyo_A,A,486
7ezi_A,A,323
7ezl_A,A,318
7ezq_A,A,382
7f0v_A,A,475
7f0v_B,B,474
7f19_A,A,444
7f1a_B,B,423
7f1g_A,A,362
7f1y_A,A,352
7f1y_B,B,368
7f20_A,A,368
7f20_B,B,368
7f21_A,A,368
7f21_B,B,368
7f22_A,A,368
7f22_B,B,368
7f27_A,A,408
7f27_B,B,408
7f27_C,C,404
7f27_D,D,408
7f28_B,B,390
7f28_D,D,390
7f2r_A,A,303
7f2r_C,C,303
7f2u_A,A,322
7f2u_B,B,321
7f2v_A,A,300
7f2v_B,B,300
7f2y_A,A,338
7f30_A,A,339
7f39_A,A,322
7f3a_A,A,477
7f4c_A,A,300
7f4x_A,A,378
7f4z_A,A,378
7f50_A,A,378
7f69_A,A,313
7f6e_A,A,340
7f6e_B,B,341
7f6e_C,C,336
7f6q_A,A,338
7f6s_A,A,339
7f6t_A,A,337
7f6u_A,A,339
7f71_A,A,351
7f71_B,B,351
7f72_A,A,370
7f74_A,A,371
7f74_B,B,371
7f74_C,C,371
7f74_D,D,371
7f7j_A,A,301
7f7j_B,B,306
7f81_A,A,338
7f81_B,B,338
7f81_C,C,338
7f81_D,D,338
7f82_A,A,338
7f82_B,B,338
7f82_C,C,338
7f82_D,D,338
7f8p_A,A,351
7f8p_B,B,350
7f8t_A,A,458
7f98_A,A,495
7f98_B,B,488
7f99_A,A,484
7f99_B,B,488
7f9a_A,A,499
7f9a_B,B,488
7f9b_A,A,481
7f9b_B,B,487
7f9p_A,A,483
7f9r_A,A,486
7f9s_A,A,484
7f9t_A,A,478
7f9t_B,B,480
7f9v_A,A,479
7f9v_B,B,476
7fak_A,A,483
7fan_A,A,486
7fbc_A,A,461
7fbt_A,A,315
7fd6_A,A,538
7fdz_A,A,417
7fe1_A,A,712
7fe1_B,B,712
7fe1_C,C,712
7fe1_D,D,712
7fe2_A,A,712
7fe2_B,B,712
7fe2_C,C,712
7fe2_D,D,712
7fe3_A,A,659
7fe3_B,B,659
7fe3_C,C,659
7fe4_A,A,659
7fe4_B,B,659
7fe4_C,C,659
7fea_A,A,395
7fea_B,B,396
7fea_C,C,396
7fea_D,D,396
7fev_A,A,443
7ffa_A,A,384
7ffa_B,B,384
7fft_A,A,366
7ffw_A,A,368
7fgb_A,A,387
7fgb_B,B,387
7fgc_A,A,387
7fgc_B,B,387
7fgp_A,A,377
7fgp_B,B,362
7fh3_A,A,391
7fh3_B,B,391
7fh6_A,A,653
7fh7_A,A,653
7fh8_A,A,653
7fha_A,A,390
7fha_B,B,391
7fhb_A,A,306
7fhr_A,A,437
7fix_A1,A1,745
7fix_A2,A2,745
7fix_A3,A3,745
7fix_B1,B1,740
7fix_B2,B2,740
7fix_B3,B3,740
7fjk_A,A,456
7fjk_B,B,456
7fjk_C,C,456
7fjk_D,D,456
7fju_B,B,300
7fjv_B,B,300
7fjw_B,B,300
7fjx_B,B,300
7fjy_B,B,300
7fjz_B,B,300
7fk0_B,B,300
7fk1_B,B,300
7fk2_B,B,300
7fk3_B,B,300
7fk4_B,B,300
7fk5_B,B,300
7fk6_B,B,300
7fk7_B,B,300
7fk8_B,B,300
7fk9_B,B,300
7fka_B,B,300
7fkb_B,B,300
7fkc_B,B,300
7fkd_B,B,300
7fke_B,B,300
7fkf_B,B,300
7fkg_B,B,300
7fkh_B,B,300
7fki_B,B,300
7fkj_B,B,300
7fkk_B,B,300
7fkl_B,B,300
7fkm_B,B,300
7fkn_B,B,300
7fko_B,B,300
7fkp_B,B,300
7fkq_B,B,300
7fkr_B,B,300
7fks_B,B,300
7fkt_B,B,300
7fku_B,B,300
7fkv_B,B,300
7fkw_B,B,300
7fkx_B,B,300
7fky_B,B,300
7fkz_B,B,300
7fl0_B,B,300
7fl1_B,B,300
7fl2_B,B,300
7fl3_B,B,300
7fl4_B,B,300
7fl5_B,B,300
7fl6_B,B,300
7fl7_B,B,300
7fl8_B,B,300
7fl9_B,B,300
7fla_B,B,300
7flb_B,B,300
7flc_B,B,300
7fld_B,B,300
7fle_B,B,300
7flf_B,B,300
7flg_B,B,300
7flh_B,B,300
7fli_B,B,300
7flj_B,B,300
7flk_B,B,300
7fll_B,B,300
7flm_B,B,300
7fln_B,B,300
7flo_B,B,300
7flp_B,B,300
7flq_B,B,300
7flr_B,B,300
7fls_B,B,300
7flt_B,B,300
7flu_B,B,300
7flv_B,B,300
7flw_B,B,300
7flx_B,B,300
7fly_B,B,300
7flz_B,B,300
7fm0_B,B,300
7fm1_B,B,300
7fm2_B,B,300
7fm3_B,B,300
7fm4_B,B,300
7fm5_B,B,300
7fm6_B,B,300
7fm7_B,B,300
7fm8_B,B,300
7fm9_B,B,300
7fma_B,B,300
7fmb_B,B,300
7fmc_B,B,300
7fmd_B,B,300
7fme_B,B,300
7fmf_B,B,300
7fmg_B,B,300
7fmh_B,B,300
7fmi_B,B,300
7fmj_B,B,300
7fmk_B,B,300
7fml_B,B,300
7fmm_B,B,300
7fmn_B,B,300
7fmo_B,B,300
7fmp_B,B,300
7fmq_B,B,300
7fmr_B,B,300
7fms_B,B,300
7fmt_B,B,300
7fmu_B,B,300
7fmv_B,B,300
7fmw_B,B,300
7fmx_B,B,300
7fmy_B,B,300
7fmz_B,B,300
7fn0_B,B,300
7fn1_B,B,300
7fn2_B,B,300
7fn3_B,B,300
7fn4_B,B,300
7fn5_B,B,300
7fn6_B,B,300
7fn7_B,B,300
7fn8_B,B,300
7fn9_B,B,300
7fna_B,B,300
7fnb_B,B,300
7fnc_B,B,300
7fnd_B,B,300
7fne_B,B,300
7fnf_B,B,300
7fng_B,B,300
7fnh_B,B,300
7fni_B,B,300
7fnj_B,B,300
7fnk_B,B,300
7fnl_B,B,300
7fnm_B,B,300
7fnn_B,B,300
7fno_B,B,300
7fnp_B,B,300
7fnq_B,B,300
7fnr_B,B,300
7fns_B,B,300
7fnt_B,B,300
7fnu_B,B,300
7fnv_B,B,300
7fnw_B,B,300
7fnx_B,B,300
7fny_B,B,300
7fnz_B,B,300
7fo0_B,B,300
7fo1_B,B,300
7fo3_B,B,300
7fo4_B,B,300
7fo5_B,B,300
7fo6_B,B,300
7fo7_B,B,300
7fo8_B,B,300
7fo9_B,B,300
7foa_B,B,300
7fob_B,B,300
7foc_B,B,300
7fod_B,B,300
7foe_B,B,300
7fof_B,B,300
7fog_B,B,300
7foh_B,B,300
7foi_B,B,300
